mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_centroid,spectral_rolloff,spectral_bandwidth,zcr,spectral_contrast_1,spectral_contrast_2,spectral_contrast_3,spectral_contrast_4,spectral_contrast_5,spectral_contrast_6,spectral_contrast_7,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,tempo,rms,genre,filename
-173.71587,137.14024,-23.767647,26.99174,-16.687662,4.2143745,-12.582618,5.8545594,-2.884673,-1.1866812,-1.9771539,1.8001548,-3.0044112,1410.675357056213,2767.5082652561437,1512.9717892723413,0.06298072271671827,16.17116056160471,16.379389883865013,21.29912243778801,21.590195304112104,18.679928625556116,17.768053539391577,35.72734561156319,0.46167397,0.17095314,0.19264804,0.37859687,0.35386497,0.45910838,0.2763882,0.32404974,0.18769908,0.20247579,0.3237246,0.31639948,-0.037584705344154146,0.08395408989428171,0.013020794081066137,0.030055585021769925,-0.008604263664365366,0.0014328972388552243,[161.49902344],0.14286481,blues,blues.00010.wav
-287.92355,123.97102,5.4561224,33.684544,1.0892011,14.704721,-4.898606,8.653276,0.7827978,6.5667357,-4.87944,-3.1806588,-5.5570035,1353.3291189300633,2882.31590436339,1757.3310044069237,0.04395891785990712,27.483370752926515,16.876059884810612,17.698070264509987,17.865403485970518,17.39974569243824,16.091277790468002,32.17152963110217,0.24839157,0.23022655,0.3049179,0.41385782,0.65854186,0.5414393,0.3524606,0.3485756,0.34564975,0.3480111,0.27664188,0.32097095,0.13197135632432752,-0.09289815834406932,0.09649625250813035,0.15649962053639987,0.05564367682310766,-0.041792413949657894,[161.49902344],0.065684564,blues,blues.00011.wav
-207.20874,132.79709,-15.460706,60.99486,0.71024096,12.461279,1.1609277,-1.5278944,-17.901815,8.369234,-2.4538188,-0.5966888,0.3688163,1361.1004062354928,2739.791766187355,1567.6007717770153,0.06912392064144737,16.89251432562536,18.890022518002528,21.01584864579434,20.099728297279288,21.6373619142718,22.808864086386276,33.5453591271736,0.3036761,0.16028023,0.21962753,0.20349412,0.19680664,0.26644212,0.30161792,0.15768722,0.18246062,0.21346878,0.3755525,0.6508768,0.04528110347104047,-0.13642668999243854,0.08739727829228335,-0.049105757933928934,-0.07127951523852831,-0.007149376454128812,[184.5703125],0.11902389,blues,blues.00012.wav
-209.7822,124.46592,10.285805,47.030174,6.4823856,15.417021,-2.0100777,6.735786,-21.54862,10.7284975,-5.532432,-2.2020378,-3.051727,1324.3317542217217,2710.3669441152283,1827.3844642890322,0.051417300575657895,17.056353195477545,18.542702162287576,21.60647995746491,18.863213934739992,19.595250175683386,19.25900587118478,34.98918333543087,0.12737732,0.14210585,0.17116772,0.14698218,0.18988642,0.23153722,0.15596744,0.2164878,0.3453191,0.3849269,0.6915307,0.3734269,-0.0780156994589397,0.013025137351393584,-0.0037818173481437675,-0.11004346246678305,-0.006009642945139503,-0.04647959672684432,[107.66601562],0.11318897,blues,blues.00013.wav
-305.69858,113.04164,12.1149,45.039444,17.739239,14.59463,4.1571283,0.24009813,-7.013088,13.649845,8.923058,1.30169,5.952128,1172.2763008557504,2345.777482071159,1705.8583767615448,0.045045834945820436,17.679665640268443,19.680118393936823,23.622879377867008,19.5089505837423,20.49066736990628,19.44084079545518,30.89799012810907,0.29620656,0.31608987,0.29482222,0.24004889,0.29478702,0.31426433,0.2371123,0.23535694,0.28419057,0.37784407,0.62039787,0.4373697,0.03314657711829762,-0.0025198255668091685,0.021836014272754667,-0.05220779258434897,-0.047326979579542384,-0.02401879301580136,[151.99908088],0.06693625,blues,blues.00014.wav
-238.53304,120.08829,-4.2245555,42.310043,5.9163294,13.914182,5.3575773,1.9037088,-16.92988,12.33931,3.9409604,-1.3906771,0.014792026,1420.4114787701458,2930.240614569224,1730.9171016184662,0.0637176797116873,16.861067863521296,18.557984670671026,20.967541267495033,19.732013398389174,20.289203300415945,20.02401341760077,33.11842282825507,0.26288968,0.16624135,0.243802,0.2428957,0.28420234,0.29283303,0.2606823,0.16922723,0.1975626,0.24369343,0.36236745,0.5177622,-0.0007695365089590399,-0.050144140808188166,0.02152841408584153,-0.02499502075219042,-0.020318984272601568,-0.01917408365178161,[103.359375],0.080638945,blues,blues.00015.wav
-233.79489,120.66705,-3.1675608,39.53927,3.8588552,18.839672,-3.6889172,4.431845,-14.975374,17.571033,1.8447447,2.538607,-1.2386857,1455.0424713768246,3009.9651324859715,1825.9090251785303,0.061350725014512386,16.84794720165796,17.97105586817448,21.036888068185412,18.751087452086956,20.263356045176963,18.601751201307497,33.928423770161004,0.23256329,0.16887477,0.14962566,0.27871916,0.40747806,0.24971187,0.27227345,0.35508335,0.5286723,0.53750116,0.26503962,0.25401494,0.028482240045381583,-0.03677530506833267,-0.03310897205913038,0.06426993972872698,0.006882672957003362,0.013229242800273603,[198.76802885],0.08141902,blues,blues.00016.wav
-245.7541,140.48093,-2.771439,60.42012,18.9254,9.837099,3.5665774,0.5361874,-16.36736,6.629854,7.269149,-4.015731,1.6074536,1088.7781161784512,2134.7537581027477,1410.8359525015335,0.04832397083010836,15.959212895559233,18.994416583119243,22.643051923774156,19.93258214146661,21.30462333692694,21.69383090060327,31.508364157321903,0.30284938,0.20715842,0.15734096,0.15960151,0.30674273,0.2565114,0.2541382,0.31225276,0.4253431,0.57891226,0.3532124,0.31281108,0.05523545780815316,-0.05803486700362752,-0.0473028545631183,0.053369260609334356,-0.014537232696264245,0.02926103613373964,[172.265625],0.09325911,blues,blues.00017.wav
-252.51877,104.93698,15.316828,42.673477,6.7626176,21.623577,-1.3132769,5.691933,-16.619516,12.161627,-1.96795,1.969765,-0.88895845,1537.56091926741,3495.4621967516446,2054.224165444145,0.056131935710139316,18.185877760346703,18.673023731109385,23.508252433841356,18.937140327090116,19.755208714604706,18.237134724863786,34.69768191079407,0.21098194,0.16093785,0.18874955,0.2026812,0.21735221,0.2801981,0.3294547,0.2506038,0.33041704,0.37706193,0.29860237,0.3939109,-0.04249638113905643,0.0011688261129907838,-0.02748115333777516,-0.037124978320027306,-0.02152910428891347,-0.024376310678970226,[83.35433468],0.07964064,blues,blues.00018.wav
-236.6889,138.40428,-4.923575,47.647713,5.152376,8.895284,0.4828563,-3.801668,-14.974891,10.432587,-0.35396162,0.78834546,1.7829305,1195.4133983085592,2235.2114839819565,1480.9442638678327,0.05887114817143963,16.522419692297596,18.326953021649267,22.749064648528883,19.253089158777943,20.706566982002187,20.6686122755776,32.14242770977516,0.19436337,0.19354899,0.15701018,0.25425065,0.3407601,0.14692922,0.13923535,0.24408165,0.43790004,0.55475724,0.2523996,0.17307657,0.06850989522283872,-0.04081319951607766,-0.06312393120002734,0.07687272687785705,0.004628036034568354,0.02306478300049682,[123.046875],0.09763429,blues,blues.00019.wav
-230.42657,127.100525,7.1453543,39.78432,1.9449425,17.40534,-5.639429,8.25213,-18.104385,13.842513,-3.760913,2.5718598,-4.3208055,1389.9522837601053,3005.7401580338137,1911.3143992689456,0.05256015080785604,16.324950510016254,15.953200069486632,20.516873042659764,17.65363809086513,18.531188159554937,17.219513999857888,34.29043512237343,0.2498887,0.17251883,0.21738859,0.2925994,0.49657047,0.24946389,0.22612885,0.34282178,0.38833624,0.2994913,0.28352597,0.41485927,0.05284133933807768,-0.07809814074193683,0.05443160730376599,0.08764651526002087,-0.012759279354401135,-0.021849205893689286,[135.99917763],0.07535405,blues,blues.00020.wav
-264.67847,138.85834,11.156023,48.538254,14.895925,20.584368,3.2051423,1.262588,-15.847021,15.986576,3.3616717,-1.513741,1.892155,1046.7275070203577,1831.1222607875386,1480.5791610107556,0.04793735185274768,19.32691970787369,18.664104411251994,22.581228815136896,20.36983990496458,21.419999360091595,20.5285863326646,32.16056963125086,0.23320144,0.16180481,0.17967816,0.21733344,0.38632253,0.5575256,0.45657688,0.4428043,0.4035208,0.29652038,0.28424707,0.23417057,-0.04170521958175275,-0.08584338125052181,-0.06404911630120905,-0.06063300960599225,-0.04329184971808723,0.03152381745365306,[99.38401442],0.101118095,blues,blues.00021.wav
-233.85751,136.17209,3.2713182,48.931213,8.685134,13.97951,5.3548675,0.39087018,-13.504575,16.856106,5.130938,-2.23188,3.9640331,1156.2023631215009,2170.511875211639,1497.7588839195664,0.05861340218653251,18.65293979507618,17.909654138483507,22.69234471145266,20.27898307685397,21.424414512702562,21.98610505406235,33.057225880540784,0.38974732,0.23288271,0.21152747,0.2562979,0.32878277,0.49499997,0.35562563,0.32009536,0.28151292,0.31772664,0.25046703,0.23763892,-0.066663856208337,0.07272395027215797,-0.08081829065425272,-0.01550255137590885,-0.013499532568505383,0.0164550052153454,[95.703125],0.1134315,blues,blues.00022.wav
-227.26886,137.7307,-14.493466,63.555702,5.612641,11.98464,1.885552,-1.8633763,-7.6205554,-2.4471743,-2.8867247,-9.429529,-10.923912,1210.4571260262846,2522.5430798604393,1498.054609339013,0.052482675841718264,16.078663085535215,19.496394484527514,24.151916666335392,21.211439044362944,20.580586373407975,20.62399443815849,30.653466381284947,0.20807508,0.27335873,0.18795392,0.20784996,0.48305604,0.22900411,0.124760464,0.16496524,0.28222004,0.65096694,0.36525834,0.1911823,0.13518078560449207,-0.07334782451651878,-0.09601613343188733,0.08266469289551565,0.0164687272984086,0.0384257490146219,[184.5703125],0.101914905,blues,blues.00023.wav
-274.31186,130.41371,-6.3928003,70.405014,13.269141,9.461283,7.7256403,-1.247491,-0.57758844,-2.3025885,3.783147,0.08482337,-0.939436,1120.3909802285903,2325.127606938129,1447.85262505518,0.047297899937113,16.01154497185364,21.706906472652637,23.976972264561777,20.161846671975994,20.0508330749294,21.274111672802825,28.837139523411945,0.30606747,0.23341651,0.23148826,0.17517269,0.20543848,0.23799178,0.11788559,0.08235787,0.1276081,0.2973147,0.608955,0.53360045,-0.014990163272064339,-0.0031167564676825993,-0.00594619484531826,-0.10665607277301055,0.021271312325506834,-0.025896030065319528,[103.359375],0.08696161,blues,blues.00024.wav
-249.2894,130.98703,0.6773898,66.68578,17.897806,4.623737,6.5983076,1.24905,1.4163893,-1.5791419,-0.96266323,-3.5719957,-2.9279811,1109.721378629315,2243.744765715702,1463.539070397656,0.05172493288022446,14.453834551147287,18.314835324475524,22.937615946056177,20.23225983848405,20.236060917887283,20.7834038752293,30.20482009920334,0.24268875,0.20951726,0.26639345,0.18093738,0.23689622,0.30532306,0.13582204,0.11215392,0.17645556,0.4369102,0.77591395,0.4127572,-0.06301329078054069,0.05173342687100193,-0.010102077058571315,-0.1387226577205209,0.028370325641892322,-0.05389856820819385,[92.28515625],0.089179605,blues,blues.00025.wav
-284.69736,108.8052,9.088283,51.22274,18.091757,7.612261,8.779499,2.362829,0.0057861516,2.250966,4.2050996,-3.2933176,1.6082981,1198.754498572217,2478.8266775408765,1573.0851132732241,0.051987591911764705,17.45540250538128,19.93629658376786,23.140222729816635,21.207091239341683,21.689472577798174,20.329503002638393,29.94338983795626,0.37567386,0.24711093,0.2183106,0.14892963,0.2058145,0.37001505,0.20077418,0.15389934,0.19805415,0.24975106,0.4662293,0.5094305,-0.01252433022316603,-0.024365668617468465,0.06343782178613559,-0.08563577935485972,-0.013917622946796967,-0.04874489420553489,[83.35433468],0.076938555,blues,blues.00026.wav
-228.25066,130.3444,-23.29129,70.1721,1.1422709,7.6024475,0.9099383,1.9782512,-6.1670074,-9.396024,-2.5628405,-4.5228944,-0.26295036,1391.4439037459135,2811.1413347462753,1494.8508338204408,0.07235897288602941,18.540155202701797,19.932572194453606,24.471910295719866,22.17550352171252,22.380437577432488,22.852239215304483,30.80065407891615,0.39033598,0.23876804,0.28077337,0.24514459,0.41312185,0.29711822,0.20195574,0.12534328,0.16362885,0.21441917,0.33201402,0.5618315,0.11683447833915889,-0.12105388808734434,0.12798425730609045,0.039274021859162525,-0.05528465481558134,-0.04702005680000278,[92.28515625],0.09572528,blues,blues.00027.wav
-248.98674,139.0672,-16.2825,57.117985,20.192654,10.188038,4.5439763,0.33127907,-7.8779507,-3.4479153,-2.646489,-2.8313823,-0.90216666,1115.541195251936,2290.3194840847523,1398.5093836910733,0.04802843217879257,15.095577909314152,20.20157282720697,22.859478421685854,20.084169064630878,20.185187608822183,21.052145763388406,30.33501376622833,0.29127097,0.22079146,0.25846353,0.17772096,0.2107967,0.30909222,0.16693707,0.10157758,0.1621763,0.33734414,0.59917134,0.47678855,0.00028051596730257447,0.01757986171074452,-0.019983589754442945,-0.07266999143190206,0.00481544225075339,-0.027745424579517564,[103.359375],0.09958247,blues,blues.00028.wav
-233.75082,101.178276,17.649765,23.733782,2.0820308,25.941927,-16.958853,15.098037,-22.278717,4.3951244,-23.207405,-6.0571737,-5.068858,1649.2877536970097,3761.610587388738,2190.221833503233,0.05292636174535604,35.202080999439936,21.488814487881722,25.40052494974118,21.794295288583694,21.452103438645963,19.740211290556168,40.11491343157114,0.26941633,0.35720196,0.4740206,0.43138185,0.28132463,0.2253452,0.2033645,0.22684212,0.24075072,0.31954256,0.17719382,0.16026364,0.08899381406343917,0.0470453813853147,-0.02667317695118458,-0.06829948183048193,-0.047999933683730435,0.0068464537349208045,[129.19921875],0.124669306,blues,blues.00029.wav
-206.96808,117.792984,23.23588,28.297827,-1.1239153,18.862036,-21.949682,17.849985,-25.585644,2.1299253,-17.794416,-8.015903,-17.607277,1378.96577648813,3015.0567683642125,2003.5852163311854,0.03937580120452786,36.75804648080158,21.678001410431268,24.46702717731478,22.64861304284951,21.568066603448724,20.52693198035719,40.25787170285996,0.24510254,0.16382201,0.19979613,0.27149525,0.2921726,0.46710756,0.37535498,0.38638917,0.22237656,0.16280456,0.20548458,0.1656464,-0.04067543338282766,0.2159706228656901,0.021390286729103,0.04332413432446386,0.0020421383980400464,-0.032547537327420356,[151.99908088],0.17003015,blues,blues.00030.wav
-221.83113,110.83949,18.616821,30.920137,3.295923,22.587362,-20.416351,12.118737,-26.350498,-4.3674846,-26.413198,-13.045098,-12.654766,1331.0365912698594,2900.174129710478,1973.6486462859361,0.04296723829334365,36.24509315616503,22.602606093074723,27.633458584701323,23.7062136010296,23.305945527169534,21.721655712264198,40.275457498041,0.1340716,0.28721806,0.44904146,0.3309781,0.15556231,0.10287249,0.19881524,0.28719676,0.24909942,0.41848812,0.24736314,0.18295348,0.2282541787243914,0.04053070977331889,-0.02816048300689551,-0.15446289522456605,-0.040906009670365305,0.018461098783738167,[151.99908088],0.1515323,blues,blues.00031.wav
-288.8077,105.89604,18.777039,23.710392,5.711881,25.549088,-13.47376,12.428972,-11.942034,1.5714256,-15.63591,-6.6506157,-11.713253,1309.6646971460584,2765.658276442773,1883.0626115012408,0.03939318583107585,36.99222531303489,24.47196301884721,23.823482934848588,22.558329390315585,23.411675168610255,20.734487470329224,36.909026887484934,0.35371417,0.2190159,0.19678903,0.18292837,0.22371414,0.2961808,0.3117764,0.43531704,0.27741954,0.2480182,0.2964007,0.2739448,0.019867811926014646,0.27930358555600177,0.06433182712875006,0.0623235682846586,0.050852913836719464,0.041574361044836076,[143.5546875],0.101156905,blues,blues.00032.wav
-239.03807,108.65722,34.15189,30.23917,-0.47574362,27.292637,-21.379398,14.150509,-24.510178,-1.8840464,-28.050291,-11.25665,-16.47693,1430.5981944868504,3246.7553673144835,2075.6524158312614,0.04196988982681889,37.02210811528998,21.684838049035033,25.75964610556832,23.24239344981391,21.390631137116365,21.044582247948373,39.98716441151989,0.3117259,0.21653472,0.17708136,0.15544465,0.24418196,0.45707986,0.3171609,0.23538409,0.21042241,0.26943257,0.28200138,0.25339162,-0.024056673107008836,0.20377234870286856,-0.10536193941509352,0.04063268667216686,-0.016618271444759188,0.0013742865935103819,[151.99908088],0.13312429,blues,blues.00033.wav
-217.23868,105.792366,15.617071,25.256382,-1.4402744,30.18982,-17.71522,17.318172,-27.209528,4.339167,-20.059492,-10.695943,-14.220667,1536.7310778930728,3600.91989239672,2157.0586117243593,0.04570040392801858,35.41780062980818,21.97278964342382,25.423441731930875,22.486294729515873,21.489922441011004,20.890153915603392,40.47668946971536,0.23829386,0.32618287,0.4690556,0.38103127,0.24735844,0.23893549,0.19860117,0.21174568,0.23596495,0.31428877,0.15840228,0.12556356,0.14790166324613474,0.08202648173499345,-0.04847042775502429,-0.07828218044191262,-0.05248727500988051,0.01202345659119083,[184.5703125],0.13591798,blues,blues.00034.wav
-171.8102,120.280624,15.327534,21.090452,-5.419299,24.189468,-24.138222,18.551985,-22.348906,1.3031794,-20.763931,-4.9888506,-17.118929,1507.1047288496127,3405.4127412683824,2096.717628469328,0.045430186363196595,34.96391012770514,21.537253838775587,24.475948341492987,24.14671648449336,22.36146453168536,19.772296374599517,40.907825541498774,0.19509725,0.17154741,0.25225756,0.29595107,0.33865762,0.37885484,0.29348487,0.2932329,0.28477123,0.35736343,0.39827952,0.19950083,-0.025793717321902953,0.0976930521700647,-0.01312504546938851,0.0018520799693258632,0.007374327535781969,-0.008870647778127568,[129.19921875],0.17330876,blues,blues.00035.wav
-200.19609,116.34013,18.00621,25.313562,0.29173443,24.192478,-22.255909,11.186425,-26.848732,-7.6384597,-24.889929,-12.015525,-17.017956,1247.4080160193944,2621.5758143563758,1907.7056718339709,0.03690378289473684,36.199670357901724,21.658155973634155,26.53834743736564,23.158822005278143,22.67547258073475,21.192472845601223,40.11592449301414,0.26505947,0.13887763,0.13094985,0.14859883,0.2563792,0.4999785,0.2702742,0.12934479,0.17703041,0.24998264,0.3173722,0.21450484,-0.11346468188489715,0.2116938820585058,-0.15825135812117222,0.027966375775553855,-0.045110429194774544,-0.015549000207372253,[151.99908088],0.19774859,blues,blues.00036.wav
-328.68088,102.71113,19.895554,26.732681,7.151481,22.704802,-6.9743266,12.781994,-10.7257805,-0.433661,-12.373165,-8.907053,-9.2401085,1188.1011591132924,2339.3941873367357,1682.7073903752769,0.04816032858455882,32.745983612040106,21.1847846637752,24.469735392700432,24.945179125581063,24.945064166897634,22.83928175465683,35.14621917967146,0.32037565,0.12673254,0.087963976,0.19923995,0.3410182,0.6233105,0.35199022,0.1995106,0.2057763,0.17814232,0.16852276,0.18161835,-0.09065242868724631,0.20085279810243797,-0.1014675277540455,0.12299328999400656,-0.05292813469165618,-0.03436939477947204,[123.046875],0.069129966,blues,blues.00037.wav
-192.69382,111.18816,21.37331,26.392143,-0.6483752,23.48088,-25.470795,16.924429,-16.979984,5.79015,-25.725245,-5.045352,-17.632244,1513.5200525685514,3449.8458059210525,2140.7028237761865,0.044378038530379256,34.825051917013866,23.605651994285964,24.29781496475934,22.982241569970416,22.9339584965614,20.723487032935363,40.98523631502431,0.120932125,0.10103779,0.17656419,0.35501844,0.26481798,0.2447436,0.29145753,0.31145883,0.34649324,0.31772676,0.4434209,0.21708664,-0.168638735027373,0.017409402483947834,0.09388815635604762,-0.07923402616915654,0.031896733496048005,0.020427270999125047,[86.1328125],0.1680856,blues,blues.00038.wav
-301.70715,111.53472,21.896408,16.14818,8.19624,22.085075,-8.614954,1.4815573,-17.084373,-8.345809,-17.013063,-10.57562,-15.689096,1151.3780299215705,2312.5276831281444,1709.3165900923666,0.03533878857875387,36.661831494178614,22.49621863138443,25.47388043351838,22.384569519012963,22.289639758513,20.02030815908403,35.22688013554301,0.3304924,0.22631808,0.18006529,0.16500486,0.28336158,0.48211756,0.24665101,0.14493412,0.17802908,0.28716657,0.28442958,0.2557289,-0.026523856221441593,0.23123806265530095,-0.15932909408623885,0.07228735245291379,-0.021498522430936928,0.01070911515866884,[117.45383523],0.08583747,blues,blues.00039.wav
-110.284325,90.705605,-2.5283113,74.052734,-11.746768,39.214577,-13.1743,20.531588,-17.167608,12.827254,-21.434446,5.952132,-8.032605,2272.517619263623,5108.277444278493,2356.8453843678935,0.09765700585332818,18.363915395109398,14.839755270613722,20.120213024425652,18.19709954041654,18.656463080014568,17.27480105169109,41.642670036992676,0.37617862,0.4513211,0.35582402,0.43828756,0.29016563,0.28402334,0.32641566,0.48981035,0.67040086,0.45774195,0.33629033,0.29706368,-0.056609849917165556,-0.006220528032965323,-0.0024351527072472745,0.03672327908857395,-0.0023894039067167655,-0.007675588632654109,[172.265625],0.13483502,blues,blues.00040.wav
